lease_id,unit_id,property_id,metro,lease_start_date,leased_month,as_of_date,tenure_months,monthly_rent,market_rent_proxy,rent_to_market_ratio,late_payment_count_12m,work_order_count_12m,prior_renewal_count,bedrooms,renewed,synthetic_signal_z,dataset_version_id,cohort_month,is_long_tenure,high_service_load,ecosystem_segment,brand_line,flagship_style,metro_cluster,property_name,renewal_probability_ml,predicted_renewed_flag,risk_score,risk_tier,mlflow_run_id,model_name,scored_at
L002180,PROP004-U0146,PROP004,Orlando,2021-08-04,2021-08,2022-03-02,7,1806.88,1730.89,1.0439,0,0,0,4,0,0.3707,synthetic-demo-core-intel-v2026-05-16,2021-08,0,0,btr_single_family_lot,SignalLoop synthetic,wrap_garden,major_msa_hub,Harbour Terrace,0.43504,0,0.56496,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002181,PROP027-U0131,PROP027,Austin,2021-06-20,2021-06,2022-02-15,8,1520.37,1380.28,1.1015,0,0,2,2,1,0.703,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.48363,0,0.51637,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002182,PROP027-U0107,PROP027,Austin,2023-11-30,2023-11,2025-06-22,19,1594.75,1722.86,0.9256,3,3,1,2,0,0.0994,synthetic-demo-core-intel-v2026-05-16,2023-11,1,1,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.43605,0,0.56395,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002183,PROP034-U0245,PROP034,Madison,2024-07-11,2024-07,2025-10-04,15,1672.68,1674.87,0.9987,0,2,1,2,1,0.3178,synthetic-demo-core-intel-v2026-05-16,2024-07,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.40015,0,0.59985,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002184,PROP026-U0623,PROP026,Chicago,2023-07-18,2023-07,2024-12-09,17,1940.89,1910.64,1.0158,1,0,1,2,1,0.2336,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.37194,0,0.62806,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002185,PROP014-U0171,PROP014,Austin,2022-06-14,2022-06,2023-08-08,14,1728.45,1877.97,0.9204,2,1,3,3,1,1.3555,synthetic-demo-core-intel-v2026-05-16,2022-06,0,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.63089,1,0.36911,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002186,PROP026-U0331,PROP026,Chicago,2024-08-21,2024-08,2026-02-12,18,1554.79,1520.09,1.0228,2,2,4,3,1,1.1152,synthetic-demo-core-intel-v2026-05-16,2024-08,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.61621,1,0.38379,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002187,PROP029-U0121,PROP029,Bloomington,2022-11-28,2022-11,2024-06-20,19,1387.72,1434.56,0.9674,0,0,0,1,1,0.0141,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.32507,0,0.67493,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002188,PROP019-U0062,PROP019,Nashville,2023-01-12,2023-01,2023-10-09,9,1398.12,1417.16,0.9866,1,3,0,4,0,0.2671,synthetic-demo-core-intel-v2026-05-16,2023-01,0,0,btr_single_family_lot,LivStripe-O synthetic,wrap_garden,college_city_corridor,Piedmont Park,0.48459,0,0.51541,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002189,PROP029-U0078,PROP029,Bloomington,2023-06-08,2023-06,2025-02-27,21,1824.64,2327.84,0.7838,0,2,1,2,1,0.4278,synthetic-demo-core-intel-v2026-05-16,2023-06,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.52484,1,0.47516,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002190,PROP036-U0050,PROP036,Columbus,2023-07-06,2023-07,2024-09-28,15,2035.6,2012.36,1.0115,1,1,3,2,0,0.8774,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.56016,1,0.43984,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002191,PROP028-U0156,PROP028,Chicago,2022-11-21,2022-11,2024-04-14,17,1785.19,1927.35,0.9262,1,1,0,1,0,0.0026,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.31582,0,0.68418,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002192,PROP018-U0237,PROP018,Madison,2022-11-03,2022-11,2024-04-26,18,1648.72,1613.6,1.0218,1,2,3,1,0,0.7316,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.50447,1,0.49553,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002193,PROP018-U0126,PROP018,Madison,2022-03-22,2022-03,2023-11-12,20,2062.63,2141.53,0.9632,1,0,3,3,1,0.9947,synthetic-demo-core-intel-v2026-05-16,2022-03,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.55789,1,0.44211,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002194,PROP030-U0190,PROP030,Phoenix,2023-08-12,2023-08,2024-08-06,12,2017.01,1983.41,1.0169,0,1,1,5,1,0.6751,synthetic-demo-core-intel-v2026-05-16,2023-08,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.48908,0,0.51092,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002195,PROP032-U0166,PROP032,Austin,2023-07-31,2023-07,2024-01-27,6,1884.7,2012.12,0.9367,2,0,1,4,0,0.5355,synthetic-demo-core-intel-v2026-05-16,2023-07,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.50182,1,0.49818,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002196,PROP011-U0132,PROP011,Denver,2022-09-03,2022-09,2023-05-31,9,1625.95,1612.72,1.0082,0,1,1,1,1,0.4069,synthetic-demo-core-intel-v2026-05-16,2022-09,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.45415,0,0.54585,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002197,PROP001-U0123,PROP001,Chicago,2023-09-24,2023-09,2025-10-13,25,1974.89,2059.41,0.959,1,3,3,4,1,0.8744,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,btr_single_family_lot,TapestryBands synthetic,wrap_garden,growth_infill,Harbour District,0.61648,1,0.38352,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002198,PROP029-U0224,PROP029,Bloomington,2021-07-12,2021-07,2022-05-08,10,1556.1,1456.1,1.0687,2,1,0,2,0,-0.1847,synthetic-demo-core-intel-v2026-05-16,2021-07,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.32774,0,0.67226,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002199,PROP010-U0500,PROP010,Denver,2022-08-06,2022-08,2023-06-02,10,1802.31,1680.27,1.0726,0,0,1,2,0,0.3619,synthetic-demo-core-intel-v2026-05-16,2022-08,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.44674,0,0.55326,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002200,PROP036-U0423,PROP036,Columbus,2024-10-13,2024-10,2026-09-03,23,1311.72,1101.88,1.1904,1,0,1,2,1,-0.1821,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.2965,0,0.7035,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002201,PROP002-U0330,PROP002,Chicago,2023-10-25,2023-10,2024-08-20,10,1696.91,1749.67,0.9698,1,0,1,2,1,0.3857,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.39481,0,0.60519,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002202,PROP034-U0004,PROP034,Madison,2023-10-06,2023-10,2024-12-29,15,1372.47,1296.76,1.0584,2,3,4,1,1,0.9552,synthetic-demo-core-intel-v2026-05-16,2023-10,1,1,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.55184,1,0.44816,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002203,PROP026-U0440,PROP026,Chicago,2024-04-23,2024-04,2025-05-18,13,1720.01,2041.0,0.8427,0,4,0,3,1,0.3243,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.44591,0,0.55409,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002204,PROP011-U0654,PROP011,Denver,2023-05-03,2023-05,2024-11-23,19,2200.5,2112.16,1.0418,1,1,0,1,1,-0.1835,synthetic-demo-core-intel-v2026-05-16,2023-05,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.35645,0,0.64355,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002205,PROP002-U0312,PROP002,Chicago,2023-07-17,2023-07,2024-12-08,17,1768.46,1955.82,0.9042,0,0,2,4,0,0.9393,synthetic-demo-core-intel-v2026-05-16,2023-07,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.53744,1,0.46256,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002206,PROP031-U0054,PROP031,Nashville,2022-11-05,2022-11,2024-02-28,16,2199.35,2413.28,0.9114,2,3,2,2,0,0.7537,synthetic-demo-core-intel-v2026-05-16,2022-11,1,1,btr_single_family_lot,HarbourGlow synthetic,townhome_strip,sunbelt_launch,Harbour Quarter,0.61132,1,0.38868,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002207,PROP005-U0328,PROP005,Columbus,2024-03-02,2024-03,2025-06-25,16,1820.13,1782.07,1.0214,1,0,4,2,1,1.1862,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.60878,1,0.39122,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002208,PROP005-U0025,PROP005,Columbus,2023-09-24,2023-09,2025-07-15,22,996.93,934.5,1.0668,0,0,1,2,1,0.0998,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.3353,0,0.6647,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002209,PROP029-U0020,PROP029,Bloomington,2023-01-03,2023-01,2024-05-27,17,1556.42,1538.6,1.0116,0,4,2,2,0,0.4664,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.54435,1,0.45565,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002210,PROP026-U0435,PROP026,Chicago,2021-06-27,2021-06,2022-10-20,16,1704.21,1868.61,0.912,0,2,3,1,1,1.0248,synthetic-demo-core-intel-v2026-05-16,2021-06,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.5697,1,0.4303,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002211,PROP006-U0059,PROP006,Nashville,2024-02-03,2024-02,2025-12-24,23,1147.33,1370.22,0.8373,0,1,3,2,1,1.0576,synthetic-demo-core-intel-v2026-05-16,2024-02,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.66455,1,0.33545,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002212,PROP013-U0076,PROP013,Denver,2022-04-02,2022-04,2022-10-29,7,1827.61,1635.79,1.1173,0,2,1,4,0,0.5977,synthetic-demo-core-intel-v2026-05-16,2022-04,0,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.50916,1,0.49084,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002213,PROP026-U0294,PROP026,Chicago,2022-05-18,2022-05,2024-03-08,22,1569.79,1571.7,0.9988,2,2,4,1,0,0.8676,synthetic-demo-core-intel-v2026-05-16,2022-05,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.57479,1,0.42521,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002214,PROP026-U0196,PROP026,Chicago,2021-06-24,2021-06,2022-03-21,9,1275.94,1210.38,1.0542,2,2,1,3,1,0.2629,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.38556,0,0.61444,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002215,PROP014-U0177,PROP014,Austin,2021-10-31,2021-10,2022-10-26,12,1652.73,1601.91,1.0317,1,0,2,3,1,1.0222,synthetic-demo-core-intel-v2026-05-16,2021-10,0,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.51677,1,0.48323,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002216,PROP015-U0493,PROP015,Columbus,2021-06-26,2021-06,2021-12-23,6,1931.03,2211.19,0.8733,0,0,0,1,0,0.291,synthetic-demo-core-intel-v2026-05-16,2021-06,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.37269,0,0.62731,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002217,PROP004-U0006,PROP004,Orlando,2021-05-17,2021-05,2022-10-09,17,986.89,922.33,1.07,0,0,4,4,0,1.4855,synthetic-demo-core-intel-v2026-05-16,2021-05,1,0,btr_single_family_lot,SignalLoop synthetic,wrap_garden,major_msa_hub,Harbour Terrace,0.67127,1,0.32873,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002218,PROP001-U0114,PROP001,Chicago,2021-01-30,2021-01,2022-11-21,22,1969.22,1700.17,1.1583,0,1,4,3,1,1.1744,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,btr_single_family_lot,TapestryBands synthetic,wrap_garden,growth_infill,Harbour District,0.59357,1,0.40643,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002219,PROP036-U0059,PROP036,Columbus,2022-02-17,2022-02,2023-03-14,13,1886.71,1919.11,0.9831,1,2,1,2,0,0.2838,synthetic-demo-core-intel-v2026-05-16,2022-02,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.43228,0,0.56772,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002220,PROP010-U0440,PROP010,Denver,2023-11-25,2023-11,2025-06-17,19,1583.08,1634.16,0.9687,2,1,2,2,1,0.4502,synthetic-demo-core-intel-v2026-05-16,2023-11,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.51693,1,0.48307,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002221,PROP034-U0218,PROP034,Madison,2024-04-24,2024-04,2025-05-19,13,1949.2,1879.43,1.0371,2,1,4,2,1,1.0979,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.59969,1,0.40031,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002222,PROP002-U0408,PROP002,Chicago,2021-11-15,2021-11,2023-08-07,21,1481.02,1395.24,1.0615,1,0,0,3,1,-0.098,synthetic-demo-core-intel-v2026-05-16,2021-11,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.28615,0,0.71385,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002223,PROP036-U0338,PROP036,Columbus,2022-08-17,2022-08,2024-09-05,25,1359.21,1377.73,0.9866,0,4,3,3,1,0.7302,synthetic-demo-core-intel-v2026-05-16,2022-08,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.59853,1,0.40147,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002224,PROP016-U0073,PROP016,Columbus,2024-03-10,2024-03,2025-10-31,20,1587.59,1405.43,1.1296,0,1,3,4,0,0.813,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.54986,1,0.45014,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002225,PROP029-U0222,PROP029,Bloomington,2023-09-17,2023-09,2024-09-11,12,1492.7,1546.22,0.9654,1,3,3,3,1,1.0457,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.64302,1,0.35698,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002226,PROP030-U0212,PROP030,Phoenix,2024-06-20,2024-06,2026-04-11,22,1754.19,1702.34,1.0305,0,2,3,4,0,0.9949,synthetic-demo-core-intel-v2026-05-16,2024-06,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.5949,1,0.4051,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002227,PROP014-U0048,PROP014,Austin,2022-08-12,2022-08,2023-02-08,6,1853.98,2072.56,0.8945,0,1,1,4,0,0.9404,synthetic-demo-core-intel-v2026-05-16,2022-08,0,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.55494,1,0.44506,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002228,PROP027-U0544,PROP027,Austin,2021-08-24,2021-08,2023-09-13,25,1388.04,1425.61,0.9736,1,2,2,2,1,0.3766,synthetic-demo-core-intel-v2026-05-16,2021-08,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.50162,1,0.49838,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002229,PROP012-U0358,PROP012,Denver,2021-07-20,2021-07,2023-05-11,22,1466.34,1447.21,1.0132,0,1,3,2,0,0.8502,synthetic-demo-core-intel-v2026-05-16,2021-07,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.59438,1,0.40562,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002230,PROP029-U0005,PROP029,Bloomington,2023-09-20,2023-09,2025-04-12,19,1303.89,1278.44,1.0199,0,0,4,1,0,1.1831,synthetic-demo-core-intel-v2026-05-16,2023-09,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.60518,1,0.39482,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002231,PROP035-U0192,PROP035,Madison,2021-02-06,2021-02,2022-07-31,18,1696.22,1417.42,1.1967,0,3,0,2,0,-0.3915,synthetic-demo-core-intel-v2026-05-16,2021-02,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,growth_infill,Brightline Courts,0.27735,0,0.72265,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002232,PROP029-U0235,PROP029,Bloomington,2022-10-07,2022-10,2023-09-02,11,1335.26,1321.17,1.0107,1,1,1,4,0,0.4486,synthetic-demo-core-intel-v2026-05-16,2022-10,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.4663,0,0.5337,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002233,PROP027-U0417,PROP027,Austin,2022-05-10,2022-05,2023-07-04,14,1273.28,1251.28,1.0176,0,1,1,2,0,0.4643,synthetic-demo-core-intel-v2026-05-16,2022-05,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.42867,0,0.57133,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002234,PROP014-U0299,PROP014,Austin,2024-07-10,2024-07,2025-03-07,8,1626.2,1633.31,0.9956,2,2,4,4,1,1.5219,synthetic-demo-core-intel-v2026-05-16,2024-07,0,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.7127,1,0.2873,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002235,PROP005-U0194,PROP005,Columbus,2024-10-29,2024-10,2025-10-24,12,1642.44,1615.87,1.0164,1,2,3,2,0,0.8588,synthetic-demo-core-intel-v2026-05-16,2024-10,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.56669,1,0.43331,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002236,PROP018-U0291,PROP018,Madison,2022-11-10,2022-11,2024-04-03,17,1760.69,1974.45,0.8917,0,2,4,2,1,1.3322,synthetic-demo-core-intel-v2026-05-16,2022-11,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.66424,1,0.33576,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002237,PROP006-U0088,PROP006,Nashville,2023-03-24,2023-03,2024-04-17,13,1871.51,1828.73,1.0234,0,2,3,2,1,1.0344,synthetic-demo-core-intel-v2026-05-16,2023-03,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.66654,1,0.33346,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002238,PROP018-U0321,PROP018,Madison,2022-06-15,2022-06,2024-03-06,21,1644.65,1526.67,1.0773,0,0,2,2,0,0.4257,synthetic-demo-core-intel-v2026-05-16,2022-06,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.41191,0,0.58809,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002239,PROP032-U0118,PROP032,Austin,2023-12-24,2023-12,2025-11-13,23,1816.56,1559.52,1.1648,0,3,2,1,1,0.1515,synthetic-demo-core-intel-v2026-05-16,2023-12,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.45987,0,0.54013,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002240,PROP005-U0250,PROP005,Columbus,2022-02-17,2022-02,2023-07-12,17,1576.03,1516.29,1.0394,1,1,2,1,1,0.4698,synthetic-demo-core-intel-v2026-05-16,2022-02,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.42754,0,0.57246,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002241,PROP033-U0152,PROP033,Bloomington,2023-11-09,2023-11,2024-11-03,12,1706.18,1554.33,1.0977,0,0,0,3,1,0.1481,synthetic-demo-core-intel-v2026-05-16,2023-11,0,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.3534,0,0.6466,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002242,PROP023-U0168,PROP023,Orlando,2024-06-19,2024-06,2025-06-14,12,1792.26,1594.53,1.124,1,1,0,2,0,-0.2444,synthetic-demo-core-intel-v2026-05-16,2024-06,0,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.35642,0,0.64358,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002243,PROP002-U0465,PROP002,Chicago,2021-08-29,2021-08,2022-12-22,16,1403.94,1366.74,1.0272,1,1,0,2,1,-0.1037,synthetic-demo-core-intel-v2026-05-16,2021-08,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.29254,0,0.70746,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002244,PROP027-U0320,PROP027,Austin,2021-11-13,2021-11,2023-07-06,20,1315.71,1443.01,0.9118,2,0,0,2,0,-0.0109,synthetic-demo-core-intel-v2026-05-16,2021-11,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.33881,0,0.66119,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002245,PROP001-U0001,PROP001,Chicago,2022-06-14,2022-06,2023-02-09,8,2244.8,2423.21,0.9264,1,1,1,3,0,0.7124,synthetic-demo-core-intel-v2026-05-16,2022-06,0,0,btr_single_family_lot,TapestryBands synthetic,wrap_garden,growth_infill,Harbour District,0.47145,0,0.52855,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L002246,PROP024-U0072,PROP024,Phoenix,2024-03-04,2024-03,2025-04-28,14,1711.97,1525.41,1.1223,0,3,2,2,0,0.4489,synthetic-demo-core-intel-v2026-05-16,2024-03,0,0,hybrid_corner,TapestryBands synthetic,wrap_garden,major_msa_hub,Brightline Courts,0.47208,0,0.52792,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
